 Flight Number,Departure Delay,Arrival Delay,Airline,Origin Airport,Destination Airport,Distance,Flight Date,Delay Ratio
1942,-2,-3,DL,EWR,ATL,664,2013-10-04 15:00:00,1.5
258,37,8, UA,EWR,ORD,776,2013-09-30 10:00:00,0.216216216216216
687,-3,3,US,EWR,CLT,460,2013-11-17 17:00:00,-1
5273,31,13,EV,LGA,PIT,266,2013-05-21 11:00:00,0.419354838709677
109,1,-29,UA,EWR,LAS,2314,2013-03-14 10:00:00,-29
3359,-7,-21,MQ,JFK,RDU,401,2013-09-01 14:00:00,3
415,-3,-20,VX,JFK,LAX,2453,2013-09-10 20:00:00,6.66666666666667
1351,-5,-45,AA,JFK,ORD,690,2013-03-29 17:00:00,9
498,2,-37,DL,JFK,SAT,1553,2013-09-16 19:00:00,-18.5
4628,NA,NA, NA,EWR,STL,816,2013-05-29 13:00:00,-0.111111111111111
155,12,5,B6 ,JFK,MCO,860,2013-05-29 19:00:00,0.416666666666667
1012,121,111,B6,JFK,BOS,202,2013-05-15 16:00:00,0.917355371900826
1959,-6,-19,DL,JFK,MCO,952,2013-11-10 08:00:00,3.16666666666667
608,-4,-9,B6,JFK,PWM,285,2013-03-13 22:00:00,2.25
2267,-5,-2,AA,LGA,MIA,NA,2013-06-07 07:00:00,0.4
2130,NA,NA,US,LGA,BOS,218,2013-03-19 14:00:00,NA
4137,2,-3,EV,EWR,ATL,764,2013-09-13 06:00:00,-1.5
27,-3,1, B6,JFK,TPA,1080,2013-05-03 06:00:00,-0.333333333333333
371,-9,-13,B6,LGA,FLL,1121,2013-06-06 06:00:00,1.44444444444444
4687,NA,-15,EV,EWR,CVG,573,2013-03-22 13:00:00,2.14285714285714
341,44,13,AA,LGA,ORD,675,2013-03-29 16:00:00,0.295454545454545
1236,3,-15,UA ,EWR,PHX,2120,2013-03-03 06:00:00,-5
4564,-7,-7,MQ,LGA,DTW,428,2013-01-17 13:00:00,1
1919,-3,-12,DL,LGA,MSP,998,2013-11-08 06:00:00,4
565,-6,NA,US,EWR,CLT,472,2013-09-01 10:00:00,2
743,-3,-13, AA,LGA,DFW,1444,2013-05-24 12:00:00,4.33333333333333
2177,78,57,US,LGA,DCA,184,2013-09-19 11:00:00,0.730769230769231
1120,-2,-3,UA,EWR,SFO,2636,2013-06-11 11:00:00,1.5
1734,43,33,UA,EWR,ORD,813,2013-07-17 13:00:00,0.767441860465116
917,NA,-4,NA,JFK,ORD,670,2013-03-22 16:00:00,0.4
431,23,50,B6,LGA,SRQ,1039,2013-04-12 13:00:00,2.17391304347826
785,-3,-23,AA,LGA,DFW,1418,2013-03-20 17:00:00,7.66666666666667
391,6,-13,B6 ,LGA,MCO,931,2013-06-11 17:00:00,-2.16666666666667
1629,-4,-1, UA,EWR,MSY,1122,2013-11-01 12:00:00,0.25
2136,-7,-7,US,LGA,BOS,168,2013-09-12 07:00:00,1
1635,46,69,AA,JFK,SJU,1587,2013-01-07 15:00:00,1.5
161,5,-31,DL,JFK,LAS,2259,2013-05-06 15:00:00,-6.2
327,10,-5,UA,EWR,PDX,2462,2013-12-27 07:00:00,-0.5
1802,-4,-11,US,JFK,CLT,628,2013-10-21 13:00:00,2.75
2343,NA,NA,DL,EWR,ATL,NA,2013-11-11 10:00:00,Inf
3497,126,129,9E,JFK,RDU,467,2013-09-22 19:00:00,1.02380952380952
1640,35,23, UA,LGA,IAH,1430,2013-06-03 08:00:00,0.657142857142857
2916,0,1,9E,JFK,DTW,468,2013-12-12 08:00:00,Inf
5181,-7,-4,EV ,LGA,MSN,854,2013-10-16 13:00:00,0.571428571428571
219,-5,18,B6,JFK,CLT,599,2013-12-05 08:00:00,-3.6
3363,-7,3,MQ,JFK,RDU,444,2013-08-12 08:00:00,-0.428571428571429
4381,16,25,EV,EWR,DTW,478,2013-07-21 15:00:00,1.5625
4552,7,9,EV,EWR,GSO,443,2013-07-24 12:00:00,1.28571428571429
717,-5,82,AA,LGA,DFW,1298,2013-04-18 08:00:00,-16.4
2177,NA,-6, NA,LGA,DCA,270,2013-05-10 14:00:00,1
1841,5,46,AA,EWR,DFW,1453,2013-06-30 13:00:00,9.2
1357,-3,-24,AA,JFK,SJU,1694,2013-11-09 08:00:00,8
1170,-5,6,UA,EWR,FLL,965,2013-04-02 09:00:00,-1.2
2088,-7,-1,US,LGA,CLT,532,2013-10-14 15:00:00,0.142857142857143
5814,1,NA,EV ,EWR,CLT,599,2013-06-24 14:00:00,129
3433,-9,-7,MQ,LGA,BNA,767,2013-12-13 08:00:00,0.777777777777778
703,-8,-16,UA,JFK,LAX,2536,2013-03-06 11:00:00,2
11,-5,-16, B6,JFK,FLL,1129,2013-04-15 21:00:00,3.2
5309,-4,-6,EV,LGA,BGR,321,2013-09-29 11:00:00,1.5
1623,NA,-3,UA,EWR,MCO,868,2013-02-19 10:00:00,-1
1147,9,-21,DL,LGA,ATL,781,2013-04-21 20:00:00,-2.33333333333333
1014,-10,-22,US,EWR,CLT,622,2013-06-09 13:00:00,2.2
1507,-5,-16,US,EWR,CLT,508,2013-04-17 06:00:00,3.2
1462,53,54,UA,EWR,PDX,2509,2013-01-20 18:00:00,1.0188679245283
2395,-8,22,DL,LGA,PBI,NA,2013-10-23 08:00:00,-2.75
2931,25,11, 9E ,JFK,PIT,273,2013-12-15 19:00:00,0.44
4650,-5,-3,MQ,LGA,ATL,853,2013-05-07 06:00:00,0.6
283,-4,-25,UA,EWR,SNA,2483,2013-02-18 07:00:00,6.25
746,1,-6,WN,EWR,AUS,1503,2013-10-30 09:00:00,-6
2173,NA,NA,NA,LGA,DCA,242,2013-11-02 09:00:00,1.6
2047,-6,-16,DL,LGA,ATL,696,2013-09-01 07:00:00,2.66666666666667
1637,1,-4,UA,EWR,TPA,1022,2013-11-06 18:00:00,-4
1127,-4,3,UA,EWR,SFO,2487,2013-12-04 17:00:00,-0.75
4353,36,45, EV,EWR,ORF,310,2013-03-21 21:00:00,1.25
127,11,1,B6,EWR,MCO,894,2013-09-01 11:00:00,0.0909090909090909
3272,-9,-3,MQ,LGA,CLE,454,2013-12-07 08:00:00,0.333333333333333
1511,0,-23,B6 ,EWR,RSW,1005,2013-09-29 08:00:00,-Inf
3407,-1,3,MQ,LGA,CMH,567,2013-12-19 08:00:00,-3
3842,-9,-15,EV,EWR,MHT,111,2013-10-24 21:00:00,1.66666666666667
2020,NA,-3,WN,EWR,BNA,712,2013-11-09 07:00:00,3
4511,60,65,EV,EWR,ROC,267,2013-12-27 10:00:00,1.08333333333333
3588,-8,-46, MQ,LGA,MSP,931,2013-06-29 14:00:00,5.75
745,-2,9,B6,JFK,PSE,1546,2013-12-06 23:00:00,-4.5
2267,11,7,AA,LGA,MIA,1009,2013-07-03 08:00:00,0.636363636363636
1307,-7,NA,B6,JFK,IAD,196,2013-09-20 11:00:00,2
4388,75,72,EV,EWR,JAX,914,2013-05-16 09:00:00,0.96
172,-2,-13,WN,LGA,MKE,732,2013-08-15 09:00:00,6.5
283,-1,-5,UA ,LGA,IAH,1412,2013-03-26 09:00:00,5
5503,NA,NA,EV,LGA,MHT,127,2013-08-22 22:00:00,NA
139,NA,17, NA,JFK,RSW,NA,2013-03-06 16:00:00,0.485714285714286
4885,-9,-33,EV,LGA,ILM,406,2013-11-13 21:00:00,3.66666666666667
181,-4,-32,DL,LGA,DTW,601,2013-01-13 09:00:00,8
4133,-7,-21,EV,EWR,PVD,144,2013-09-28 12:00:00,3
4321,NA,NA,EV,EWR,MCI,1061,2013-09-12 20:00:00,NA
4297,-1,-5,EV,EWR,DTW,418,2013-06-26 08:00:00,5
409,6,4,DL,JFK,SFO,2505,2013-11-04 16:00:00,0.666666666666667
1270,18,-1,UA,EWR,MCO,906,2013-11-05 15:00:00,-0.0555555555555556
418,30,34, B6,JFK,BOS,274,2013-09-23 20:00:00,1.13333333333333
930,38,58,DL ,LGA,FLL,1016,2013-03-25 11:00:00,1.52631578947368
1701,NA,NA,B6,JFK,FLL,1032,2013-11-02 09:00:00,-2.8
1581,1,-20,UA,EWR,SEA,2328,2013-07-08 08:00:00,-20
4122,-2,-8,EV,EWR,SDF,720,2013-10-08 06:00:00,4
1429,-4,-12,DL,JFK,LAS,2315,2013-04-22 08:00:00,3
4181,NA,NA,EV,EWR,MCI,1115,2013-04-23 14:00:00,NA
211,-3,-28,AA,JFK,IAH,1392,2013-09-14 17:00:00,9.33333333333333
4681,-7,-6, EV,EWR,IAD,269,2013-05-13 13:00:00,0.857142857142857
179,82,95,AA,JFK,SFO,2590,2013-08-09 10:00:00,1.15853658536585
1593,-2,-10,UA,EWR,MCO,1036,2013-10-09 15:00:00,5
700,-5,-11,UA,LGA,IAH,1318,2013-04-27 17:00:00,2.2
3044,NA,47,NA ,JFK,BWI,240,2013-09-24 18:00:00,0.979166666666667
1999,112,90,AA,EWR,MIA,989,2013-08-22 17:00:00,0.803571428571429
1097,-4,11,DL,LGA,MIA,1050,2013-02-28 15:00:00,-2.75
1437,263,256,UA,LGA,ORD,666,2013-08-08 17:00:00,0.973384030418251
1053,-12,-33, UA,EWR,CLE,500,2013-12-04 18:00:00,2.75
3459,187,NA,9E,JFK,BNA,NA,2013-05-10 16:00:00,1.10160427807487
3393,64,36,9E,JFK,DCA,286,2013-09-25 14:00:00,0.5625
4191,-8,30,EV,EWR,BNA,657,2013-10-21 19:00:00,-3.75
359,-6,-4,AA,LGA,ORD,660,2013-12-23 18:00:00,0.666666666666667
1295,108,77,B6,JFK,AUS,1552,2013-10-04 20:00:00,0.712962962962963
399,NA,-33,B6,LGA,MCO,913,2013-01-29 21:00:00,2.2
1030,7,43,UA ,JFK,LAX,2486,2013-01-25 06:00:00,6.14285714285714
918,-4,-10, B6,JFK,BOS,231,2013-07-27 16:00:00,2.5
4553,-10,-29,MQ,LGA,CLE,474,2013-01-25 11:00:00,2.9
4672,27,-3,EV,EWR,STL,898,2013-05-06 21:00:00,-0.111111111111111
4333,49,54,EV,EWR,TUL,1242,2013-05-28 19:00:00,1.10204081632653
104,140,121,B6,JFK,BUF,313,2013-04-22 21:00:00,0.864285714285714
3615,10,9,9E,JFK,IND,641,2013-08-10 18:00:00,0.9
1439,2,-54,UA,EWR,LAX,2430,2013-07-17 20:00:00,-27
185,0,-52,B6,JFK,SAN,2387,2013-05-14 16:00:00,-Inf
15,NA,NA, NA,JFK,SFO,2531,2013-11-20 08:00:00,Inf
1554,-3,-30,UA,EWR,PDX,2417,2013-09-06 16:00:00,10
707,-2,6,AA ,LGA,DFW,1349,2013-07-17 06:00:00,-3
4567,-6,-22,EV,EWR,MCI,1106,2013-10-14 12:00:00,3.66666666666667
143,-1,-4,B6,JFK,RSW,991,2013-05-23 12:00:00,4
223,31,35,B6,JFK,LAX,2473,2013-07-24 09:00:00,1.12903225806452
1097,-3,-14,AA,LGA,DFW,1454,2013-05-16 09:00:00,4.66666666666667
1855,-7,-20,AA,LGA,STL,843,2013-06-20 11:00:00,2.85714285714286
857,155,133, DL,JFK,SAN,2407,2013-04-20 08:00:00,0.858064516129032
4019,-2,-13,9E,JFK,RIC,296,2013-03-08 18:00:00,6.5
1592,NA,7,UA,EWR,MCO,NA,2013-08-05 07:00:00,0.4375
2181,-4,-19,DL,LGA,MCO,1028,2013-04-27 15:00:00,4.75
145,-3,-21,B6,JFK,PBI,985,2013-03-15 06:00:00,7
1271,0,-21,UA ,EWR,IAH,1457,2013-03-01 13:00:00,-Inf
3442,0,-13,9E,LGA,CAE,570,2013-12-24 09:00:00,-Inf
141,-10,NA,B6,JFK,PBI,1093,2013-06-08 12:00:00,-0.1
3267,26,29, EV,EWR,DCA,115,2013-02-15 21:00:00,1.11538461538462
33,-4,-36,AA,JFK,LAX,2384,2013-03-12 07:00:00,9
185,0,-27,AA,JFK,LAX,2531,2013-08-24 21:00:00,-Inf
2128,-1,4,US,LGA,BOS,136,2013-05-07 13:00:00,-4
939,NA,12,NA,JFK,BQN,1491,2013-07-03 05:00:00,-2.4
5209,43,12,EV,LGA,CHS,666,2013-10-18 20:00:00,0.27906976744186
4565,8,5,EV,EWR,ALB,74,2013-08-22 07:00:00,0.625
1103,2,-8,AA,LGA,DFW,1441,2013-11-30 06:00:00,-4
393,0,34, B6 ,LGA,MCO,997,2013-02-05 14:00:00,Inf
354,-3,-2,UA,EWR,TPA,1075,2013-10-20 08:00:00,0.666666666666667
1635,14,-21,AA,JFK,SJU,1572,2013-05-29 14:00:00,-1.5
4702,NA,NA,EV,EWR,GSO,384,2013-03-24 16:00:00,NA
3359,-5,-24,MQ,JFK,RDU,334,2013-07-31 14:00:00,4.8
535,-6,-28,UA,JFK,LAX,2498,2013-11-16 17:00:00,4.66666666666667
4065,NA,NA,9E,LGA,SDF,729,2013-05-28 09:00:00,0.990291262135922
695,-6,-35,DL,JFK,MCO,948,2013-09-09 11:00:00,5.83333333333333
185,-8,-5, AA,JFK,LAX,2566,2013-12-28 21:00:00,0.625
3303,1,-8,9E,JFK,BUF,348,2013-08-22 12:00:00,-8
57,-3,1,B6,JFK,PBI,1044,2013-03-06 09:00:00,-0.333333333333333
695,-11,-16,UA ,LGA,ORD,NA,2013-02-25 20:00:00,1.45454545454545
3572,-6,2,MQ,LGA,CLE,329,2013-10-10 11:00:00,-0.333333333333333
2017,-1,26,DL,JFK,TPA,1032,2013-12-29 08:00:00,-26
1161,-4,-20,B6,LGA,PBI,991,2013-08-19 16:00:00,5
104,25,10,B6,JFK,BUF,352,2013-04-01 21:00:00,0.4
313,NA,-2, NA,LGA,ORD,764,2013-08-13 08:00:00,0.4
421,5,-44,UA,EWR,SFO,2466,2013-01-02 06:00:00,-8.8
1059,19,15,UA,EWR,LAX,2399,2013-10-03 18:00:00,0.789473684210526
1345,-5,-20,AA,JFK,MIA,1077,2013-09-07 07:00:00,4
1322,-7,-50,DL,JFK,SFO,2636,2013-04-30 15:00:00,7.14285714285714
1947,-2,NA,DL,LGA,ATL,746,2013-10-20 11:00:00,0.5
15,-5,-13,UA ,EWR,HNL,5033,2013-04-07 13:00:00,2.6
4577,46,36,MQ,LGA,CLT,577,2013-03-25 13:00:00,0.782608695652174
127,-10,-27, B6,EWR,MCO,904,2013-11-29 12:00:00,2.7
402,0,14,DL,JFK,BOS,145,2013-07-12 16:00:00,Inf
3546,NA,11,MQ,LGA,MSP,966,2013-08-23 11:00:00,-5.5
139,-2,11,B6,JFK,RSW,1130,2013-01-31 16:00:00,-5.5
1443,-4,-14,US,JFK,CLT,534,2013-01-09 12:00:00,3.5
2185,-6,-15,US,LGA,DCA,292,2013-05-06 18:00:00,2.5
2280,-16,-18,B6,EWR,BOS,135,2013-09-05 08:00:00,1.125
2130,-1,3,US,LGA,BOS,231,2013-05-23 14:00:00,-3
249,4,-14, UA,EWR,TPA,1069,2013-12-02 11:00:00,-3.5
291,19,21,AA ,JFK,AUS,1584,2013-12-19 17:00:00,1.10526315789474
1119,-5,-16,B6,JFK,CLT,538,2013-08-16 17:00:00,3.2
4333,153,148,MQ,JFK,PIT,307,2013-02-11 15:00:00,0.967320261437909
600,NA,NA,NA,JFK,PWM,NA,2013-01-29 09:00:00,2
91,61,30,B6,JFK,OAK,2602,2013-04-30 19:00:00,0.491803278688525
1705,-2,-29,DL,LGA,MSY,1255,2013-10-13 15:00:00,14.5
700,-4,1,UA,LGA,IAH,1339,2013-04-20 17:00:00,-0.25
905,-2,-5, B6,JFK,ORD,750,2013-06-23 06:00:00,2.5
264,33,24,WN,LGA,DEN,1568,2013-11-01 11:00:00,0.727272727272727
838,0,31,DL,EWR,ATL,826,2013-12-10 10:00:00,Inf
2007,10,10,DL,JFK,PDX,2483,2013-06-24 19:00:00,1
35,118,101,B6 ,JFK,PBI,933,2013-02-17 21:00:00,0.85593220338983
3730,26,30,MQ,EWR,ORD,714,2013-05-09 18:00:00,1.15384615384615
4117,NA,NA,EV,EWR,ALB,66,2013-06-02 20:00:00,NA
4559,-5,24,EV,EWR,CVG,555,2013-02-11 06:00:00,-4.8
1964,-2,-8, WN,LGA,MKE,787,2013-03-13 12:00:00,4
3712,-5,-32,9E,JFK,BWI,239,2013-09-25 14:00:00,6.4
4204,112,120,EV,EWR,OKC,1280,2013-06-18 19:00:00,1.07142857142857
1415,-2,NA,DL,JFK,SLC,1995,2013-04-11 07:00:00,9.5
3267,0,6,EV,EWR,BTV,289,2013-03-28 12:00:00,Inf
1783,33,70,B6,JFK,MCO,948,2013-07-13 08:00:00,2.12121212121212
4687,107,111,EV,EWR,CVG,641,2013-01-18 14:00:00,1.03738317757009
1705,-8,-29,WN ,EWR,BNA,669,2013-08-29 07:00:00,3.625
3072,NA,18, NA,JFK,TPA,1043,2013-11-23 15:00:00,-3
1944,-4,-6,DL,JFK,ATL,726,2013-11-01 08:00:00,1.5
5207,-3,-29,EV,LGA,CLT,449,2013-11-25 12:00:00,9.66666666666667
269,145,142,AA,JFK,SEA,2355,2013-06-02 18:00:00,0.979310344827586
1903,-10,-32,DL,LGA,SRQ,1083,2013-08-05 10:00:00,3.2
2231,-5,-13,DL,LGA,DTW,NA,2013-10-21 16:00:00,2.6
6177,-2,-5,EV,EWR,IAD,112,2013-07-26 06:00:00,2.5
843,9,0,DL,JFK,ATL,726,2013-06-29 16:00:00,0
500,-5,21, DL,JFK,LAS,2274,2013-10-20 14:00:00,-4.2
1745,-5,-5,US,EWR,CLT,608,2013-10-29 10:00:00,1
4105,NA,NA,9E ,JFK,CHS,644,2013-07-20 08:00:00,2.33333333333333
431,-2,-3,B6,LGA,SRQ,948,2013-11-02 13:00:00,1.5
1174,12,11,B6,EWR,BOS,162,2013-06-12 11:00:00,0.916666666666667
1109,-10,0,DL,LGA,TPA,981,2013-11-17 08:00:00,0
4552,26,18,EV,EWR,GSO,418,2013-08-09 13:00:00,0.692307692307692
3523,7,-16,9E,JFK,ORD,750,2013-07-05 15:00:00,-2.28571428571429
3199,93,115, MQ,LGA,CLT,527,2013-07-17 15:00:00,1.23655913978495
303,16,3,AA,LGA,ORD,831,2013-02-03 06:00:00,0.1875
507,12,-13,F9,LGA,DEN,1566,2013-07-25 13:00:00,-1.08333333333333
3314,-2,-28,9E,JFK,JAX,802,2013-02-07 19:00:00,14
2391,NA,-17,NA,JFK,TPA,1059,2013-12-29 19:00:00,5.66666666666667
1613,-2,14,AA ,JFK,SJU,1551,2013-01-24 18:00:00,-7
2383,-3,-31,DL,LGA,PWM,218,2013-08-16 17:00:00,10.3333333333333
283,64,44,B6,JFK,MCO,868,2013-12-05 16:00:00,0.6875
367,-5,2, UA,JFK,SFO,2530,2013-08-05 15:00:00,-0.4
5815,31,NA,EV,EWR,RIC,293,2013-11-19 17:00:00,0.709677419354839
572,31,9,UA,LGA,IAH,1423,2013-05-20 14:00:00,0.290322580645161
249,27,25,UA,EWR,FLL,1121,2013-08-10 20:00:00,0.925925925925926
428,-9,6,UA,EWR,LAS,2235,2013-04-17 09:00:00,-0.666666666666667
3395,33,13,9E,JFK,DCA,297,2013-04-08 20:00:00,0.393939393939394
148,NA,14,UA,EWR,SAN,NA,2013-04-23 19:00:00,-2.8
5812,2,10,EV,EWR,CHS,654,2013-07-02 17:00:00,5
1855,-5,-9, AA ,LGA,STL,829,2013-06-17 11:00:00,1.8
281,-3,-31,B6,JFK,HOU,1349,2013-07-16 08:00:00,10.3333333333333
5,-1,-4,B6,EWR,FLL,1088,2013-12-03 09:00:00,4
1709,87,69,UA,LGA,IAH,1455,2013-04-18 18:00:00,0.793103448275862
345,-1,-4,FL,LGA,ATL,720,2013-04-18 06:00:00,4
5806,2,1,EV,EWR,OMA,1123,2013-06-24 10:00:00,0.5
2152,-8,28,US,LGA,BOS,191,2013-10-03 15:00:00,-3.5
1875,23,21,DL,LGA,TPA,1056,2013-10-24 11:00:00,0.91304347826087
4172,NA,NA, NA,JFK,CLE,502,2013-05-24 14:00:00,1.69230769230769
5463,-1,-15,EV,LGA,BNA,736,2013-10-12 09:00:00,15
221,-2,9,DL,LGA,ATL,742,2013-11-07 17:00:00,-4.5
4255,-5,-12,EV ,EWR,CHS,622,2013-06-04 10:00:00,2.4
345,1,12,FL,LGA,ATL,757,2013-03-01 06:00:00,12
3365,-4,-2,MQ,JFK,DCA,182,2013-09-21 17:00:00,0.5
441,0,9,WN,EWR,MDW,642,2013-09-16 18:00:00,Inf
2493,-3,-30,AA,JFK,MCO,971,2013-11-29 06:00:00,10
343,-9,-2, AA,LGA,ORD,760,2013-08-05 16:00:00,0.222222222222222
523,NA,NA,B6,EWR,MCO,950,2013-02-25 12:00:00,NA
3134,NA,17,MQ,EWR,ORD,819,2013-09-15 18:00:00,0.772727272727273
1185,4,-28,DL,EWR,SLC,1940,2013-05-07 17:00:00,-7
3829,15,32,EV,EWR,JAX,782,2013-06-19 20:00:00,2.13333333333333
3825,-7,-9,EV,EWR,GSP,549,2013-04-10 15:00:00,1.28571428571429
3821,-10,9,EV ,EWR,GSO,450,2013-10-07 07:00:00,-0.9
3135,72,NA,WN,LGA,MKE,NA,2013-05-24 19:00:00,0.527777777777778
423,-5,-24, DL,JFK,LAX,2461,2013-10-26 12:00:00,4.8
1178,27,25,B6,EWR,BOS,128,2013-01-31 20:00:00,0.925925925925926
4120,132,145,9E,JFK,CLE,460,2013-07-13 14:00:00,1.09848484848485
1618,-3,-2,UA,EWR,TPA,1047,2013-01-14 14:00:00,0.666666666666667
3369,NA,-42,NA,JFK,BWI,141,2013-04-27 19:00:00,5.25
3621,-7,-5,MQ,JFK,DCA,311,2013-12-11 21:00:00,0.714285714285714
4431,-3,-11,MQ,LGA,RDU,402,2013-04-11 12:00:00,3.66666666666667
4952,-10,-43,EV,LGA,ROC,226,2013-09-11 10:00:00,4.3
3932,8,-3, 9E,EWR,CVG,647,2013-06-21 16:00:00,-0.375
4628,18,45,EV ,EWR,STL,969,2013-06-18 13:00:00,2.5
15,-3,-22,B6,JFK,SFO,2556,2013-09-23 08:00:00,7.33333333333333
4356,164,152,EV,EWR,BWI,175,2013-02-24 17:00:00,0.926829268292683
578,-4,-35,UA,EWR,LAS,2240,2013-09-23 06:00:00,8.75
1008,16,9,B6,JFK,BOS,257,2013-05-03 13:00:00,0.5625
1288,NA,NA,UA,EWR,IAH,1406,2013-05-22 09:00:00,-22
1850,-6,-16,AA,JFK,BOS,221,2013-03-26 12:00:00,2.66666666666667
2267,-3,-10, AA,LGA,MIA,1168,2013-01-14 07:00:00,3.33333333333333
1505,17,8,B6,JFK,ABQ,1818,2013-06-24 20:00:00,0.470588235294118
27,-5,-20,VX,JFK,SFO,2614,2013-08-06 16:00:00,4
309,-6,-32,AA,LGA,ORD,643,2013-05-30 08:00:00,5.33333333333333
5601,-2,2,EV ,LGA,CLT,589,2013-11-19 16:00:00,-1
1253,2,-11,UA,EWR,DEN,1533,2013-07-27 08:00:00,-5.5
348,73,90,FL,LGA,ATL,683,2013-04-23 13:00:00,1.23287671232877
3421,-2,-28,WN,LGA,BNA,848,2013-05-02 11:00:00,14
4660,NA,59, NA,LGA,BNA,NA,2013-01-31 21:00:00,1.20408163265306
67,-4,-17,AA,JFK,SAN,2426,2013-09-29 17:00:00,4.25
313,-3,-10,AA,LGA,ORD,818,2013-03-11 08:00:00,3.33333333333333
1765,-8,-5,DL,JFK,SFO,2631,2013-09-30 09:00:00,0.625
2651,-9,-15,YV,LGA,CLT,577,2013-07-15 11:00:00,1.66666666666667
575,-5,NA,DL,EWR,ATL,832,2013-08-26 06:00:00,4
695,-6,-6,DL,JFK,MCO,990,2013-05-06 11:00:00,1
1435,28,13,DL ,LGA,TPA,925,2013-05-13 19:00:00,0.464285714285714
165,82,57, B6,JFK,PDX,2388,2013-06-29 20:00:00,0.695121951219512
2177,0,-13,US,LGA,DCA,201,2013-07-09 14:00:00,-Inf
1599,NA,-25,AA,LGA,MIA,1011,2013-09-30 11:00:00,5
243,-4,2,UA,LGA,IAH,1421,2013-07-03 12:00:00,-0.5
1625,1,12,US,LGA,CLT,561,2013-04-30 11:00:00,12
1111,-2,23,AA,LGA,DFW,1388,2013-12-21 07:00:00,-11.5
654,27,24,UA,EWR,ORD,779,2013-11-10 10:00:00,0.888888888888889
4348,-6,-16,EV,EWR,MSP,1106,2013-10-23 20:00:00,2.66666666666667
1995,1,-2, US,LGA,CLT,573,2013-11-13 14:00:00,-2
143,-3,-30,B6,JFK,PBI,1021,2013-01-14 17:00:00,10
4670,-2,2,EV ,EWR,CLT,532,2013-05-27 19:00:00,-1
1145,13,-5,AA,LGA,DFW,1343,2013-12-19 12:00:00,-0.384615384615385
1251,NA,NA,NA,LGA,IAH,1381,2013-01-23 05:00:00,5.25
527,58,41,B6,EWR,MCO,957,2013-08-22 21:00:00,0.706896551724138
1787,-3,-5,AA,JFK,TPA,937,2013-03-13 19:00:00,1.66666666666667
3850,-2,24,EV,EWR,ATL,708,2013-01-01 12:00:00,-12
1242,-1,-16, UA,EWR,FLL,1071,2013-11-23 16:00:00,16
1407,392,395,B6,JFK,IAD,NA,2013-12-17 17:00:00,1.00765306122449
4308,-9,-6,EV,EWR,PWM,300,2013-04-13 13:00:00,0.666666666666667
354,24,21,FL,LGA,CAK,444,2013-01-28 20:00:00,0.875
1111,-2,-15,AA,LGA,DFW,1373,2013-09-18 07:00:00,7.5
685,-2,4,UA ,LGA,ORD,719,2013-12-06 09:00:00,-2
1594,NA,-26,UA,EWR,IAH,1362,2013-04-08 09:00:00,3.71428571428571
4225,-4,-18,EV,EWR,ROC,192,2013-08-22 16:00:00,4.5
15,-1,-33, AS,EWR,SEA,2302,2013-10-17 07:00:00,33
1171,0,-30,B6,LGA,FLL,1164,2013-12-04 14:00:00,-Inf
1018,-1,3,B6,JFK,BOS,179,2013-05-24 22:00:00,-3
2319,-4,NA,DL,LGA,MSP,1049,2013-06-29 10:00:00,7.75
687,-6,-10,US,EWR,CLT,439,2013-10-20 17:00:00,1.66666666666667
2044,40,38,DL,LGA,MIA,1103,2013-01-03 11:00:00,0.95
361,-4,8,AA,LGA,ORD,657,2013-08-09 19:00:00,-2
1685,1,-21,WN,EWR,MDW,810,2013-09-28 09:00:00,-21
185,NA,-30, NA ,JFK,LAX,2554,2013-12-25 21:00:00,6
1899,-8,7,US,JFK,CLT,627,2013-11-23 06:00:00,-0.875
142,5,3,WN,EWR,MDW,759,2013-04-01 15:00:00,0.6
325,0,-9,AA,LGA,ORD,786,2013-12-25 10:00:00,-Inf
453,-4,-8,B6,JFK,PBI,1125,2013-12-23 07:00:00,2
2043,-3,-1,DL,JFK,ATL,737,2013-11-21 13:00:00,0.333333333333333
2177,-4,13,US,LGA,DCA,284,2013-02-19 14:00:00,-3.25
329,71,33,DL,JFK,SJU,1552,2013-02-07 17:00:00,0.464788732394366
1171,-3,14, UA,LGA,IAH,1462,2013-01-22 10:00:00,-4.66666666666667
1415,-5,-26,DL,JFK,SLC,1968,2013-06-04 07:00:00,5.2
486,NA,NA,B6,JFK,ROC,NA,2013-08-16 22:00:00,1.85714285714286
321,179,163,AA ,LGA,ORD,648,2013-03-08 10:00:00,0.910614525139665
303,-4,-20,AA,LGA,ORD,665,2013-07-04 06:00:00,5
315,-2,-7,DL,JFK,SJU,1627,2013-11-03 06:00:00,3.5
382,-6,-33,WN,LGA,MDW,816,2013-10-08 20:00:00,5.5
353,-2,8,AA,LGA,ORD,765,2013-03-14 18:00:00,-4
5181,-5,-30, EV,EWR,ATL,815,2013-04-30 19:00:00,6
677,-7,-8,B6,JFK,JAX,795,2013-12-13 07:00:00,1.14285714285714
3216,-4,-36,MQ,JFK,ORF,290,2013-08-13 17:00:00,9
575,-7,-14,DL,EWR,ATL,728,2013-10-31 06:00:00,2
3616,NA,26,NA,LGA,MSP,988,2013-10-10 12:00:00,2.36363636363636
5207,0,6,EV,LGA,BGR,457,2013-07-16 18:00:00,Inf
